index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31870719","1.人源非编码小RNA膜蛋白转运复合体冷冻电镜研究","2022","面上项目","C0501","C0501","面上项目","汪涛","59.0","2018","2022","深圳湾实验室","X射线晶体学； 单颗粒三维重构； 膜蛋白； 非编码小RNA； 复合物"
"2","31870724","2.阳离子-氯离子共转运蛋白冷冻电镜结构生物学研究","2022","面上项目","C0501","C0501","面上项目","郭江涛","59.0","2018","2022","浙江大学","离子转运； 离子选择性； 冷冻电镜法； 膜蛋白； 癫痫病"
"3","31870732","3.植物电压门控钾离子通道AKT1的分子机制","2022","面上项目","C0501","C0501","面上项目","孙林峰","59.0","2018","2022","中国科学技术大学","单颗粒三维重构； 钾离子通道； 冷冻电镜法； 膜蛋白； 动态结构"
"4","31870735","4.甲型流感病毒HA跨膜区的结构以及与膜脂相互作用的核磁共振研究","2022","面上项目","C0501","C0501","面上项目","姚宏伟","59.0","2018","2022","苏州大学","液体核磁共振测定； 脂膜相互作用； 跨膜区结构； 病毒膜融合； 固体核磁"
"5","31872713","5.人信号识别颗粒SRP68和SRP72复合物的结构与功能研究","2022","面上项目","C0501","C0501","面上项目","陈忠周","59.0","2018","2022","中国农业大学","相互作用； 晶体结构； 调控机制； 信号识别颗粒； 疾病"
"6","31870739","6.IFP35和NMI的复合体结构及其分泌调控机制","2022","面上项目","C0501","C0501","面上项目","梁欢欢","59.0","2018","2022","中山大学","相互作用； X-射线晶体学； 蛋白质； 冷冻电镜； 空间结构"
"7","31870723","7.人源线粒体NAD依赖性异柠檬酸脱氢酶IDH3的结构、功能和调控机制研究","2022","面上项目","C0501","C0501","面上项目","丁建平","65.0","2018","2022","中国科学院分子细胞科学卓越创新中心","异柠檬酸脱氢酶； 晶体结构； 酶； 别构调节机制； 催化机制"
"8","31870741","8.piRNA介导的转录沉默的结构与分子机制研究","2022","面上项目","C0501","C0501","面上项目","黄旲","59.0","2018","2022","上海交通大学","RNA； piRNA介导的转录沉默； 转座子沉默； 异染色质的形成； 结构解析"
"9","31870721","9.非洲猪流感病毒DNA修复蛋白的结构基础与功能机制研究","2022","面上项目","C0501","C0501","面上项目","甘建华","59.0","2018","2022","复旦大学","非洲猪流感病毒； 蛋白质； DNA修复； DNA损伤； 核酸复合物"
"10","31870728","10.银屑病自身免疫原的T细胞受体识别","2022","面上项目","C0501","C0501","面上项目","殷雷","59.0","2018","2022","武汉大学","蛋白质； 晶体结构； 分子识别； 主要组织相容性复合物； T细胞受体"
"11","31870727","11.蓝光受体蛋白隐花素激活与调控的分子机理研究","2022","面上项目","C0501","C0501","面上项目","张敏华","59.0","2018","2022","中国科学院分子植物科学卓越创新中心","X-射线晶体学； 复合物体外组装； 信号传递； 空间结构； 光受体"
