index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31870202","1.全寄生肉苁蓉属物种与宿主植物之间水平转移基因和microRNA的微进化机制","2022","面上项目","C0202","C0202","面上项目","王玉国","60.0","2018","2022","复旦大学","协同进化； 水平基因转移； 自然选择； 寄生； microRNA"
"2","31872652","2.基于群体基因组学解析连香树对环境梯度适应的演化过程和机理","2022","面上项目","C0202","C0202","面上项目","邱英雄","60.0","2018","2022","中国科学院武汉植物园","群体基因组学； 适应性进化； 自然选择； 连香树； 渐渗"
"3","31870195","3.兰科天麻属植物线粒体基因组进化生物学研究","2022","面上项目","C0202","C0202","面上项目","金效华","60.0","2018","2022","中国科学院植物研究所","基因组； 线粒体DNA； 分子进化"
"4","31870199","4.蝴蝶兰属的系统发育与生物地理学研究","2022","面上项目","C0202","C0202","面上项目","刘仲健","59.0","2018","2022","福建农林大学","分子钟； 单子叶植物； 基因组； 生物地理； 系统发育"
"5","31870206","5.买麻藤类植物（Gnetophytes）基因组结构特征与进化调控研究","2022","面上项目","C0202","C0202","面上项目","万涛","60.0","2018","2022","深圳市仙湖植物园","进化基因组； 基因组； 祖先基因； 转座子； 重复序列"
"6","31870211","6.西方蜜蜂对不同梨树采集行为差异的机制研究","2022","面上项目","C0202","C0202","面上项目","黄家兴","60.0","2018","2022","中国农业科学院蜜蜂研究所","化学信号； 访花行为； 西方蜜蜂； 植物-传粉者相互作用； 花挥发性物质"
"7","31870194","7.小升麻和紫花升麻的物种形成研究","2022","面上项目","C0202","C0202","面上项目","张建强","60.0","2018","2022","陕西师范大学","传粉者转换； 小升麻； 生殖隔离； 紫花升麻； 物种形成"
"8","31870193","8.东亚葡萄属基部类群的系统发育、网状进化和分类修订","2022","面上项目","C0202","C0202","面上项目","刘秀群","58.0","2018","2022","华中农业大学","东亚葡萄属； 分类修订； 网状进化； 系统发育； 双子叶植物"
"9","31870203","9.植物多个基因家族参与调控丛枝菌根共生的分子机制及其演化","2022","面上项目","C0202","C0202","面上项目","王斌","60.0","2018","2022","南京大学","调控基因； 表达模式； 进化-发育（Evo-Devo）； 蛋白互作； 基因家族"
"10","31870205","10.以sd1基因位点为检测标记的水稻基因转换研究","2022","面上项目","C0202","C0202","面上项目","杨四海","60.0","2018","2022","南京大学","染色体变异； 自然选择； 基因转换； 基因交流"
"11","31870210","11.BTZ基因家族调控花器官发育稳态的功能进化研究","2022","面上项目","C0202","C0202","面上项目","贺超英","60.0","2018","2022","中国科学院植物研究所","功能分化； BTZ基因家族； 进化-发育（Evo-Devo）； 花发育稳态； 适应性进化"
"12","31870204","12.抗稻瘟病基因富集簇的挖掘及其抗性机制的研究","2022","面上项目","C0202","C0202","面上项目","张小辉","60.0","2018","2022","南京大学","抗病基因富集簇； 基因组； 互作； 基因家族； 水稻稻瘟病"
"13","31870201","13.基于高通量测序技术的全新世科尔沁沙地环境演变及人地关系研究","2022","面上项目","C0202","C0202","面上项目","韩璐","60.0","2018","2022","吉林大学","全新世； 环境演变； 植被演替； 人地关系； 科尔沁沙地"
"14","31870196","14.解析寄生植物的细胞器基因组演化：以列当科为例","2022","面上项目","C0202","C0202","面上项目","郁文彬","59.0","2018","2022","中国科学院西双版纳热带植物园","寄生植物； 分子进化； 细胞器基因组； 列当科； 系统发育"
"15","31870200","15.云南腾冲和梁河地区新近纪植物化石与古环境变化","2022","面上项目","C0202","C0202","面上项目","吴靖宇","60.0","2018","2022","兰州大学","古植物； 新近纪； 定量重建； 古环境； 古植被"
"16","31870209","16.多倍化后小麦基因组和三维基因组结构变异及其进化意义的研究","2022","面上项目","C0202","C0202","面上项目","焦远年","60.0","2018","2022","中国科学院植物研究所","进化基因组； 基因组； 染色体； 转录组； 多倍化"
"17","31870198","17.被子植物菊分支基部类群猕猴桃属的线粒体进化研究","2022","面上项目","C0202","C0202","面上项目","刘义飞","59.0","2018","2022","湖北中医药大学","基因组； 线粒体DNA； 分子进化； 系统发育； 双子叶植物"
"18","31870207","18.无距耧斗菜距丢失的分子机制及其适应性研究","2022","面上项目","C0202","C0202","面上项目","徐桂霞","60.0","2018","2022","中国科学院植物研究所","无距耧斗菜； 适应性进化； 自然选择； 关键创新； 平行进化"
"19","31870197","19.葡萄科植物的系统发育和多样化：关键创新与生境转变","2022","面上项目","C0202","C0202","面上项目","鲁丽敏","60.0","2018","2022","中国科学院植物研究所","葡萄科； 生物地理； 时空演化格局； 关键创新； 系统发育重建"
"20","31900191","1.中国被子植物物种灭绝风险的系统发育选择性研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","赵莉娜","24.0","2019","2022","中国科学院植物研究所","演化历史丢失； 生命之树； 生物多样性保护； 受威胁物种； 系统发育"
"21","31900190","2.喜马拉雅-西藏高原的古海拔定量重建和古植物区系研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","赖阳均","24.0","2019","2022","中国科学院植物研究所","古海拔； 生命之树； 起源与进化； 西藏高原； 喜马拉雅"
"22","31900199","3.芒和五节芒生态物种形成的研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","李珊珊","26.0","2019","2022","德州学院","选择； 芒； 生殖隔离； 群体遗传结构； 物种形成"
"23","31900197","4.水稻四倍体背景下非整倍体在不同非生物胁迫条件下的适应潜力及其遗传基础和生物学意义","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","吴莹","26.0","2019","2022","东北师范大学","适应潜力； 进化基因组； 全基因组加倍； 非整倍体； 生物学意义"
"24","31900193","5.附生蕨类——修蕨属（水龙骨科）的系统发育及多样性分化研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","何丽娟","24.0","2019","2022","福建省亚热带植物研究所","叶绿体基因组； 多样性； 性状演化； 蕨类； 系统发育重建"
"25","31900195","6.水稻赤霉素代谢通路相关基因功能及演化规律的研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","黄驹","24.0","2019","2022","南京农业大学","代谢通路； 赤霉素； 适应性进化； CRISPR-Cas9； 功能"
"26","31900196","7.斑叶草CYC类基因启动子控制两侧对称花形成的调控功能研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","刘静","24.0","2019","2022","中国科学院植物研究所","CYC类基因； 启动子； 斑叶草； 表达模式； 调控机制"
"27","31900201","8.基因流与两个铁木属物种分化","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","杨勇志","26.0","2019","2022","兰州大学","群体基因组学； 选择； 遗传分化； 基因流； 物种形成"
"28","31900194","9.滇东南马关中新世果实化石的研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","贾林波","24.0","2019","2022","中国科学院昆明植物研究所","生物地理； 早中新世； 演化； 滇东南； 古果实"
"29","31900203","10.水稻再生体系突变产生规律的研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","贾艳晓","24.0","2019","2022","南京农业大学","突变； 基因组； 组织培养； DNA甲基化"
"30","31900189","11.基于全基因组重测序技术的糜子起源与进化研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","李雷廷","24.0","2019","2022","中国科学院分子植物科学卓越创新中心","栽培植物； 基因组； 人工选择； 遗传多样性； 起源"
"31","31900192","12.基于转录组数据探讨报春花属物种网状进化的研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","刘潼俭","24.0","2019","2022","中国科学院华南植物园","报春花属； 网状进化； 渐渗杂交； 核基因； 系统发育"
"32","31900202","13.不同进化历程下异源四倍体小麦减数分裂染色体行为及基因表达的探究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","卞瑶","24.0","2019","2022","辽宁师范大学","减数分裂； 表达模式； 转录组； 适应性进化； 多倍化"
"33","31900198","14.野生稻开花期QTL定位及其适应性进化的研究","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","李继龙","25.0","2019","2022","中国科学院植物研究所","生态式物种形成； 开花期； 适应性进化； 野生稻； 数量性状位点"
"34","31900200","15.间断性基因流影响榄李属群体演化的基因组机制","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","郭子骁","24.0","2019","2022","中山大学","群体基因组学； 木榄属； 间断性基因流； 遗传分化； 物种形成"
"35","31900204","16.探究非管状花的二型花柱植物维持传粉精确性的机制","2022","青年科学基金项目","C0202","C0202","青年科学基金项目","吴凌云","24.0","2019","2022","湖北大学","交配系统； 雌雄异位； 传粉精确性； 柱头花粉落置； 花部特征"
"36","31860046","1.青藏高原极端环境下水毛茛(Batrachium bungei)适应性进化机制研究","2022","地区科学基金项目","C0202","C0202","地区科学基金项目","刘星","42.0","2018","2022","西藏大学","自然选择； 生态型； 物种分化； 地理隔离； 遗传分化"
"37","31860051","2.生物力学协同进化？以蓝翠雀花退化雄蕊为例研究花形态演化","2022","地区科学基金项目","C0202","C0202","地区科学基金项目","侯勤正","40.0","2018","2022","西北师范大学","协作共存； 退化雄蕊； 适应性进化； 功能； 性状"
"38","31860050","3.贵州盘县晚二叠世龙潭组植物化石系统分类学及古环境研究","2022","地区科学基金项目","C0202","C0202","地区科学基金项目","马福军","32.0","2018","2022","贵州师范学院","分类； 晚二叠世； 贵州； 化石； 龙潭组"
"39","31860048","4.自然选择和遗传漂变对喀斯特特有铁甲秋海棠复合群物种分化的影响","2022","地区科学基金项目","C0202","C0202","地区科学基金项目","董莉娜","39.0","2018","2022","广西壮族自治区中国科学院广西植物研究所","遗传漂变； 铁甲复合群秋海棠； 自然选择； 物种分化； 喀斯特"
"40","31860047","5.广义石山苣苔属（苦苣苔科）系统发育重建和分类学修订","2022","地区科学基金项目","C0202","C0202","地区科学基金项目","温放","40.0","2018","2022","广西壮族自治区中国科学院广西植物研究所","分类系统； 微形态； 亲缘关系； 系统发育； 染色体数"
"41","31860049","6.中全新世杞麓湖硅藻生物多样性及其水环境重建","2022","地区科学基金项目","C0202","C0202","地区科学基金项目","陆萍","39.0","2018","2022","玉溪师范学院","杞麓湖； 古植物； 中全新世； 硅藻； 古环境"
"42","31860052","7.蔷薇科物种丰富度分布格局研究","2022","地区科学基金项目","C0202","C0202","地区科学基金项目","张书东","39.0","2018","2022","六盘水师范学院","分化时间； 多样化速率； 蔷薇科； 关键创新； 性状"
