index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31870256","1.拟南芥主根生长素合成的自我调控机制","2022","面上项目","C0206","C0206","面上项目","徐通达","60.0","2018","2022","福建农林大学","生物合成； 生长素； 信号转导"
"2","31870259","2.泛素E3连接酶BOIs与JAZs蛋白相互作用调控JA信号转导的分子机理","2022","面上项目","C0206","C0206","面上项目","姜艳娟","60.0","2018","2022","中国科学院西双版纳热带植物园","蛋白； JAZ； 茉莉酸； 信号转导； 泛素E3连接酶； BOI蛋白"
"3","31870251","3.拟南芥PP1新调节亚基PP1R3调控ABA信号的分子机理","2022","面上项目","C0206","C0206","面上项目","侯岁稳","62.0","2018","2022","兰州大学","脱落酸； 蛋白磷酸酶； MYB转录因子； PP1调节亚基； 信号转导"
"4","31870255","4.RNA解旋酶RTE5在乙烯信号转导中的分子调控机制","2022","面上项目","C0206","C0206","面上项目","董春海","59.0","2018","2022","青岛农业大学","分子机制； RNA解旋酶； 前体RNA剪切； 基因表达调控； 信号转导"
"5","31870248","5.拟南芥E3泛素连接酶ATL17调控脱落酸抑制主根生长的分子机制研究","2022","面上项目","C0206","C0206","面上项目","郝福顺","60.0","2018","2022","河南大学","蛋白质相互作用； 脱落酸； 基因表达； 根信号ABA； 信号传导"
"6","31870258","6.自噬蛋白ATG8I与ABI5转录因子相互作用调控ABA信号转导及种子萌发的分子机理","2022","面上项目","C0206","C0206","面上项目","胡彦如","60.0","2018","2022","中国科学院西双版纳热带植物园","脱落酸； 种子发育； 自噬； ATG8I蛋白； ABI5转录因子"
"7","31870253","7.拟南芥泛素连接酶ROBIN1在BR信号通路中的功能与机制研究","2022","面上项目","C0206","C0206","面上项目","李建明","60.0","2018","2022","华南农业大学","油菜素内脂； 受体激酶； 泛素化； 信号转导； 生长发育"
"8","31870257","8.油菜素甾醇与共生信号通路互作调控大豆根瘤发育的机制研究","2022","面上项目","C0206","C0206","面上项目","王学路","60.0","2018","2022","河南大学","油菜素内脂； 大豆； 根瘤发育； 共生； 信号转导"
"9","31870252","9.非经典IAA33介导的生长素信号调控机制研究","2022","面上项目","C0206","C0206","面上项目","丁兆军","60.0","2018","2022","山东大学","生长素； 信号转导"
"10","31872662","10.拟南芥JEM蛋白在茉莉素调控花青素合成信号转导中的作用机制研究","2022","面上项目","C0206","C0206","面上项目","傅缨","60.0","2018","2022","中国农业大学","拟南芥； 茉莉素； 花青素合成； 信号转导； 转录抑制复合体"
"11","31870254","11.拟南芥中EIN2蛋白调控mRNA翻译并激活乙烯信号的生化机制研究","2022","面上项目","C0206","C0206","面上项目","李文阳","60.0","2018","2022","南方科技大学","乙烯； EIN2； 翻译调控； 信号转导； RNA结合蛋白"
"12","31872661","12.DELLA蛋白复合体的分离及生物学功能分析","2022","面上项目","C0206","C0206","面上项目","张中林","60.0","2018","2022","上海师范大学","DELLA蛋白复合体； 转录调节； 赤霉素； 截存/隔离； 信号转导"
"13","31730010","1.以番茄为模式解析系统素和茉莉酸介导的植物防御信号通路","2022","重点项目","C0206","C0206","重点项目","李传友","300.0","2017","2022","中国科学院遗传与发育生物学研究所","番茄； 系统素； 水杨酸； 转录中介体； 茉莉酸"
"14","31900248","1.ABA合成关键基因NCED随种子萌发进程沉默的分子机制","2022","青年科学基金项目","C0206","C0206","青年科学基金项目","杨德月","24.0","2019","2022","南方科技大学","发育； 脱落酸； 种子萌发； H3K27me3； RNA结合蛋白"
"15","31900247","2.乙烯通过调控BAHD酰基转移酶BAT2响应盐胁迫的分子机制","2022","青年科学基金项目","C0206","C0206","青年科学基金项目","马倩","24.0","2019","2022","青岛农业大学","乙烯； 分子机制； 基因表达调控； 抗逆； 信号转导"
"16","31900249","3.细胞分裂素调控植物气孔发育分子机理的研究","2022","青年科学基金项目","C0206","C0206","青年科学基金项目","闫振伟","24.0","2019","2022","山东省农业科学院","细胞分裂素； 基因表达调控； 气孔发育； 信号转导"
"17","31900245","4.与脱落酸互作的新颖脱辅基类胡萝卜素信号分子的筛选和鉴定","2022","青年科学基金项目","C0206","C0206","青年科学基金项目","贾昆鹏","26.0","2019","2022","河南大学","脱落酸； 生物活性分子； 类胡萝卜素； 脱辅基类胡萝卜素； 种子萌发"
"18","31900246","5.生长素诱导基因ERF13调控侧根生长发育分子机制","2022","青年科学基金项目","C0206","C0206","青年科学基金项目","吕丙盛","26.0","2019","2022","青岛农业大学","ARF7/19； 磷酸化； ERF13； 生长素； 侧生器官发生"
"19","31900244","6.水稻中独角金内酯信号通路的分子机制研究与新事件鉴定","2022","青年科学基金项目","C0206","C0206","青年科学基金项目","刘斯淼","24.0","2019","2022","中国科学院遗传与发育生物学研究所","独角金内酯； 形态建成； 信号转导； 受体"
"20","31900243","7.HIP1的乙酰化和去乙酰化修饰决定茉莉酸信号通路的关闭和开启","2022","青年科学基金项目","C0206","C0206","青年科学基金项目","安春鹏","24.0","2019","2022","中国科学院遗传与发育生物学研究所","非组蛋白乙酰化； HDA19； HIP1； 茉莉酸； 防卫反应"
"21","31860063","1.拟南芥ABI5亚家族九个成员的生物学功能的精细比较研究","2022","地区科学基金项目","C0206","C0206","地区科学基金项目","马建忠","40.0","2018","2022","兰州理工大学","脱落酸； 种子休眠； 基因表达调控； 抗逆； 信号转导"
