index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31871323","1.肿瘤中lncRNA融合事件的挖掘及功能研究","2022","面上项目","C0609","C0609","面上项目","熊远妍","59.0","2018","2022","中山大学","生物信息学； 癌症； 基因融合； 人； 非编码序列"
"2","31871324","2.HIV全基因组共进化诱导药物耐药性的生物信息学研究","2022","面上项目","C0609","C0609","面上项目","李广迪","60.0","2018","2022","中南大学","进化； 人类免疫学缺陷病毒； 微生物； 耐药性； 进化基因组学"
"3","31871322","3.中国人群乙型肝炎病毒基因组突变诱发原发性肝癌的机制研究","2022","面上项目","C0609","C0609","面上项目","李健","59.0","2018","2022","东南大学","碱基替换； 肝细胞癌； 微生物； 主要组织相容性复合体； 乙肝病毒"
"4","31871320","4.细胞发育谱系树比对算法的设计与应用","2022","面上项目","C0609","C0609","面上项目","杨建荣","60.0","2018","2022","中山大学","动物； 细胞发育谱系树； 细胞类型的进化； 比较基因组学； 生物信息学新方法"
"5","31900471","1.利用深度神经网络分析ctDNA序列特征辅助肺癌的早期诊断","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","杨萌","25.0","2019","2022","天津医科大学","液体活检； 序列分析； 深度学习； 癌症诊断； 人"
"6","31900478","2.癌症转移单细胞转录谱分析揭示介导转移潜能的关键lncRNA","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","胡晶","25.0","2019","2022","哈尔滨医科大学","非编码RNA； 关键lncRNA； 单细胞转录组分析； 癌症转移； 人"
"7","31900474","3.有丝分裂期染色质开放区域的预测与系统性分析","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","沈文龙","25.0","2019","2022","中国人民解放军军事科学院军事医学研究院","染色质开放区域； 小波分析； 调控元件； 机器学习； 人"
"8","31900495","4.破译疾病组合之遗传结构：新分析框架及在心血管医学和精神病学中的应用","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","苏汉昌","24.0","2019","2022","香港中文大学深圳研究院","人类； 复杂疾病； 复杂性状； 基因定位"
"9","31900490","5.lncRNA介导的ceRNA调控网络在结直肠癌远处转移过程中的功能研究","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","齐鑫","22.0","2019","2022","苏州科技大学","基因表达调控网络； 系统生物学； 网络标记物； 人； 网络分析"
"10","31900470","6.组学大数据解析植物演化过程中代谢组进化规律和种群特异代谢调控","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","吴雪婷","25.0","2019","2022","中国科学院分子植物科学卓越创新中心","代谢组； 代谢通路； 植物； 进化分析； 大数据"
"11","31900475","7.帕金森病外周血表观转录组m6A研究","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","刘甘强","25.0","2019","2022","中山大学","MeRIP-Seq； m6A； 表观转录组； 帕金森病； 人"
"12","31900472","8.CD8+ T细胞在寨卡病毒诱发小头症过程中介导神经损伤机制研究","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","商敬哲","25.0","2019","2022","苏州系统医学研究所","动物； 神经损伤； 时空表达； CD8+ T细胞； 寨卡病毒"
"13","31900479","9.用多组学方法研究HPV整合介导的宫颈癌发生机制","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","曾玺","25.0","2019","2022","华中农业大学","序列分析； 病毒整合； 多组学； 人； DNA甲基化"
"14","31900473","10.角化棘皮瘤进展为鳞状细胞癌的致癌关键突变及分子机制研究","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","林雪","25.0","2019","2022","南京医科大学","皮肤癌； 关键突变； 序列分析； 人"
"15","31900480","11.研究SPE（单亲表达）基因在水稻杂种优势中的作用","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","邢锋","25.0","2019","2022","信阳师范学院","基因网络； 单亲表达基因； 植物； 存在/缺失变异； 杂种优势"
"16","31900476","12.人脑发育幼态持续及相关神经发育类疾病分子机制的生物信息研究","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","诸颖","23.0","2019","2022","复旦大学","类人猿； 时空表达； 跨物种神经生物学； 神经发育与疾病； 人"
"17","31900477","13.核糖体蛋白表达缺失相关的核糖体组分异质性及翻译调控选择性研究","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","栾奕昭","25.0","2019","2022","中山大学","核糖体异质性； 翻译特异性； 核糖体蛋白； 基因表达调控； 人"
"18","31900481","14.RNA编辑对可变剪切的调控作用及其在胰腺癌中的机制研究","2022","青年科学基金项目","C0609","C0609","青年科学基金项目","杨欣壮","23.0","2019","2022","中国医学科学院北京协和医院","转录本； RNA编辑； 可变剪接； 人"
