index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","1.红球菌新结构非核糖体肽的发掘与合成途径的解析","1.红球菌新结构非核糖体肽的发掘与合成途径的解析","2022","面上项目","C0101","","批准号：31870005","","59.0","2018","2022","浙江大学","次级代谢产物； 非核糖体肽； 放线菌功能活性化合物； 生物合成； 天然产物"
"2","2.基于抗生素生物合成元件挖掘策略的新抗菌化合物的发现及活性评价","2.基于抗生素生物合成元件挖掘策略的新抗菌化合物的发现及活性评价","2022","面上项目","C0101","","批准号：31872614","","61.0","2018","2022","中国科学院微生物研究所","次级代谢产物； 异源表达； 抗菌活性； 基因组挖掘； 生物合成基因簇"
"3","3.我国部分水系和土壤中嗜肺军团菌和长滩军团菌遗传多态性研究","3.我国部分水系和土壤中嗜肺军团菌和长滩军团菌遗传多态性研究","2022","面上项目","C0101","","批准号：31870001","","59.0","2018","2022","中山大学","长滩军团菌； 群体遗传学； 遗传多样性； 细菌； 嗜肺军团菌"
"4","4.中国广义疣柄牛肝菌属的系统发育与分类研究","4.中国广义疣柄牛肝菌属的系统发育与分类研究","2022","面上项目","C0101","","批准号：31872618","","59.0","2018","2022","中国科学院昆明植物研究所","大型真菌； 分子系统发育； 牛肝菌； 系统分类； 新分类单元"
"5","5.Sn-2黑曲霉CCTCC No. M2012538脂肪酶的结构与功能研究","5.Sn-2黑曲霉CCTCC No. M2012538脂肪酶的结构与功能研究","2022","面上项目","C0101","","批准号：31870002","","59.0","2018","2022","贵州大学","Sn-2黑曲霉CCTCC； 水解酶； 小角X散射； 酶资源； 核磁共振； M2012538脂肪酶； No."
"6","6.东南亚广义虫草资源、分类及系统发育研究","6.东南亚广义虫草资源、分类及系统发育研究","2022","面上项目","C0101","","批准号：31870017","","59.0","2018","2022","云南大学","非无性型真菌； 分类修订； 多相分类； 交配型； 多基因分析"
"7","7.晚更新世冰期以来渤海沉积层中古真菌多样性与群落演替研究","7.晚更新世冰期以来渤海沉积层中古真菌多样性与群落演替研究","2022","面上项目","C0101","","批准号：31872615","","59.0","2018","2022","中国海洋大学","群落演替； 群落组成； 真菌多样性； 古真菌； 物种多样性"
"8","8.蜜环菌来源的倍半萜醇芳香酸酯类活性天然产物的生物合成研究","8.蜜环菌来源的倍半萜醇芳香酸酯类活性天然产物的生物合成研究","2022","面上项目","C0101","","批准号：31872617","","59.0","2018","2022","中国医学科学院医药生物技术研究所","倍半萜醇芳香酸酯类； 次级代谢产物合成基因； 生物合成； 真菌功能蛋白； 真菌天然产物"
"9","9.禾本科植物巨座壳目内生真菌演化及其互作关系研究","9.禾本科植物巨座壳目内生真菌演化及其互作关系研究","2022","面上项目","C0101","","批准号：31870010","","62.0","2018","2022","浙江大学","巨座壳目； 侵染模式； 植物内生真菌； 营养和生活方式； 禾本科植物"
"10","10.多孔菌目原毛平革菌类真菌的分类与系统发育研究","10.多孔菌目原毛平革菌类真菌的分类与系统发育研究","2022","面上项目","C0101","","批准号：31870011","","59.0","2018","2022","北京林业大学","担子菌； 大型真菌； 系统分类； 物种鉴定； DNA条形码"
"11","11.含毒蕈碱和异噁唑衍生物类有毒蘑菇的毒素成分及系统发育研究","11.含毒蕈碱和异噁唑衍生物类有毒蘑菇的毒素成分及系统发育研究","2022","面上项目","C0101","","批准号：31872616","","62.0","2018","2022","湖南师范大学","有毒蘑菇； 大型真菌； 毒蕈碱； 代谢多样性； 异噁唑衍生物"
"12","12.珍稀野生食药用菌蒙古口蘑基因组谱系与功能相关性研究","12.珍稀野生食药用菌蒙古口蘑基因组谱系与功能相关性研究","2022","面上项目","C0101","","批准号：31870014","","62.0","2018","2022","吉林农业大学","功能基因； 种质资源； 有效成分； 保育； 遗传多样性"
"13","13.美国山核桃的外生菌根真菌多样性及分布格局研究","13.美国山核桃的外生菌根真菌多样性及分布格局研究","2022","面上项目","C0101","","批准号：31872619","","59.0","2018","2022","中国科学院昆明植物研究所","生态分布； 大型真菌； 真菌资源； 真菌多样性； 生物地理学"
"14","14.干巴菌线粒体异质性的发生水平和效应研究","14.干巴菌线粒体异质性的发生水平和效应研究","2022","面上项目","C0101","","批准号：31870009","","61.0","2018","2022","云南大学","遗传重组； 群体基因组； 遗传多样性"
"15","15.基于高通量测序的不同环境因子对网柄细胞状黏菌个体发育及多样性影响研究","15.基于高通量测序的不同环境因子对网柄细胞状黏菌个体发育及多样性影响研究","2022","面上项目","C0101","","批准号：31870015","","59.0","2018","2022","吉林农业大学","扩增子测序； 细胞黏菌； 环境因子； 宏基因组； 物种多样性"
"16","16.肉座菌科真菌系统发育基因组学研究","16.肉座菌科真菌系统发育基因组学研究","2022","面上项目","C0101","","批准号：31870012","","59.0","2018","2022","中国科学院微生物研究所","子囊菌； 属间关系； 菌寄生性； 种间关系； 真菌系统发育"
"17","17.广义变色卧孔菌属和蜡孔菌属的系统学研究","17.广义变色卧孔菌属和蜡孔菌属的系统学研究","2022","面上项目","C0101","","批准号：31870007","","59.0","2018","2022","北京林业大学","大型真菌； 蜡孔菌属； 自然保护； 系统分类； 变色卧孔菌属"
"18","18.“健康型-连作障碍型-严重连作障碍型-抑病型”大蒜根际微生物群落结构解析及关键病原菌/拮抗菌的收集鉴定","18.“健康型-连作障碍型-严重连作障碍型-抑病型”大蒜根际微生物群落结构解析及关键病原菌/拮抗菌的收集鉴定","2022","面上项目","C0101","","批准号：31870004","","59.0","2018","2022","中国农业科学院农业资源与农业区划研究所","菌种鉴定； 大蒜连作障碍； 高通量测序； 关键微生物分离； 群落结构"
"19","19.中国烟白齿菌科(Bankeraceae)菌根真菌的分类与系统发育研究","19.中国烟白齿菌科(Bankeraceae)菌根真菌的分类与系统发育研究","2022","面上项目","C0101","","批准号：31870008","","62.0","2018","2022","北京林业大学","大型真菌； 多基因谱系学； 形态特征； 系统分类； DNA条形码"
"20","20.我国主产区水稻内生固氮菌多样性、nifH基因信息数据库构建与固氮活跃菌群研究","20.我国主产区水稻内生固氮菌多样性、nifH基因信息数据库构建与固氮活跃菌群研究","2022","面上项目","C0101","","批准号：31870003","","59.0","2018","2022","中国农业科学院农业资源与农业区划研究所","活跃固氮； 植物内生细菌； 水稻； nifH基因信息数据库； 细菌多样性"
"21","21.食药用菇类中不同蛋白质抑制肺癌细胞增殖的作用途径和关键靶点解析的研究","21.食药用菇类中不同蛋白质抑制肺癌细胞增殖的作用途径和关键靶点解析的研究","2022","面上项目","C0101","","批准号：31870006","","59.0","2018","2022","南开大学","多样性； 食药用真菌资源与驯化； 活性成分"
"22","22.我国不同森林生态系统中木腐真菌物种多样性与群落构建机制研究","22.我国不同森林生态系统中木腐真菌物种多样性与群落构建机制研究","2022","面上项目","C0101","","批准号：31870018","","60.0","2018","2022","中国科学院沈阳应用生态研究所","大型真菌； 群落构建机制； 物种多样性"
"23","1.古菌真核类型引发酶的亚基性质与功能演化的研究","1.古菌真核类型引发酶的亚基性质与功能演化的研究","2022","重点项目","C0101","","批准号：31730001","","293.0","2017","2022","中国科学院微生物研究所","古菌； 功能演化； DNA修复； DNA复制； 古菌-真核生物引发酶"
"24","1.帕米尔高原古菌物种多样性及其冷适应机制研究","1.帕米尔高原古菌物种多样性及其冷适应机制研究","2022","青年科学基金项目","C0101","","批准号：31900007","","23.0","2019","2022","塔里木大学","帕米尔高原； 氮代谢； 代谢多样性； 古菌多样性； 低温适应"
"25","2.中国革孔菌属Coriolopsis种质资源收集及漆酶活性研究","2.中国革孔菌属Coriolopsis种质资源收集及漆酶活性研究","2022","青年科学基金项目","C0101","","批准号：31900009","","23.0","2019","2022","廊坊师范学院","大型真菌； 种质资源； 物种鉴定； 革孔菌属； 漆酶"
"26","3.伏牛山系木生真菌物种多样性和重要类群系统发育研究","3.伏牛山系木生真菌物种多样性和重要类群系统发育研究","2022","青年科学基金项目","C0101","","批准号：31900017","","25.0","2019","2022","河南农业大学","真菌分类学； 木生真菌； 系统分类； 物种鉴定"
"27","4.基于核和线粒体基因组的广义耳霉属系统发育研究","4.基于核和线粒体基因组的广义耳霉属系统发育研究","2022","青年科学基金项目","C0101","","批准号：31900008","","23.0","2019","2022","安徽工业大学","虫霉目； 真菌分类学； 形态特征； 基因组系统学； 生理特征"
"28","5.甲基营养菌解除PpsR负调控叶绿素合成的机制研究","5.甲基营养菌解除PpsR负调控叶绿素合成的机制研究","2022","青年科学基金项目","C0101","","批准号：31900004","","24.0","2019","2022","青岛农业大学","调控基因； CRISPRi； 细菌功能基因及蛋白； 细菌叶绿素； 甲基营养菌"
"29","6.秦岭山脉暗色丝孢真菌多样性和分子系统学研究","6.秦岭山脉暗色丝孢真菌多样性和分子系统学研究","2022","青年科学基金项目","C0101","","批准号：31900014","","24.0","2019","2022","山东农业大学","真菌分类学； 系统分类； 丝孢真菌； 秦岭山脉"
"30","7.红菇属真菌的系统发育及生物地理学研究","7.红菇属真菌的系统发育及生物地理学研究","2022","青年科学基金项目","C0101","","批准号：31900016","","25.0","2019","2022","中国林业科学研究院热带林业研究所","担子菌； 分类； 生物地理； 真菌系统发育； 多基因分析"
"31","8.基于基因组的蓝细菌门系统发育关系与演化历史研究","8.基于基因组的蓝细菌门系统发育关系与演化历史研究","2022","青年科学基金项目","C0101","","批准号：31900002","","23.0","2019","2022","华南师范大学","系统发育组学； 分歧时间； 大氧气事件； 细菌； 蓝细菌"
"32","9.副溶血弧菌大流行株同源重组进化动力学研究","9.副溶血弧菌大流行株同源重组进化动力学研究","2022","青年科学基金项目","C0101","","批准号：32000008","","16.0","2020","2022","深圳市疾病预防控制中心","群体遗传； 基因组进化； 副溶血弧菌； 同源重组； 细菌"
"33","10.我国蚕豆根瘤菌生物地理分布形成机制的泛基因组学研究","10.我国蚕豆根瘤菌生物地理分布形成机制的泛基因组学研究","2022","青年科学基金项目","C0101","","批准号：31900006","","24.0","2019","2022","中国农业大学","基因组进化； 生态适应性； 根瘤菌； 全基因组关联分析； 生物地理分布"
