index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","1.聚球藻PCC 7942中盐胁迫诱导蔗糖合成调控机制的研究","1.聚球藻PCC 7942中盐胁迫诱导蔗糖合成调控机制的研究","2022","面上项目","C0103","","批准号：31872622","","59.0","2018","2022","中国科学院青岛生物能源与过程研究所","耐盐菌； 蔗糖生物合成； 微生物的环境适应性及机制； 盐胁迫； 蓝细菌"
"2","2.Surfactin解除芽孢杆菌碳代谢阻遏效应机制的研究","2.Surfactin解除芽孢杆菌碳代谢阻遏效应机制的研究","2022","面上项目","C0103","","批准号：31870030","","62.0","2018","2022","华中农业大学","芽孢杆菌； 降解物阻遏反馈抑制； 发酵生理； 代谢调控； 调控因子"
"3","3.组蛋白乙酰化表观修饰对黑曲霉次级代谢基因簇活性的差异调控机制","3.组蛋白乙酰化表观修饰对黑曲霉次级代谢基因簇活性的差异调控机制","2022","面上项目","C0103","","批准号：31870024","","59.0","2018","2022","华南理工大学","合成基因簇； 表观遗传修饰； 组蛋白乙酰化酶GcnE； 次级代谢； 黑曲霉"
"4","4.单核细胞增多性李斯特菌溶血素LLO激活ERK1/2磷酸化的分子机制","4.单核细胞增多性李斯特菌溶血素LLO激活ERK1/2磷酸化的分子机制","2022","面上项目","C0103","","批准号：31872620","","61.0","2018","2022","浙江农林大学","ERK1/2磷酸化； 微生物细胞相互作用； 溶血素LLO； 单核细胞增多性李斯特菌； 信号分子"
"5","5.进化树指导下真菌新颖聚酮-非核糖体肽化合物发现与生物合成研究","5.进化树指导下真菌新颖聚酮-非核糖体肽化合物发现与生物合成研究","2022","面上项目","C0103","","批准号：31870039","","59.0","2018","2022","福建师范大学","合成基因簇； 聚酮非核糖体肽合酶； 分子进化树； 基因组挖掘； 次级代谢"
"6","6.微藻油脂合成碳同化的关键节点柠檬酸合成酶的Ca2+信号调控机制研究","6.微藻油脂合成碳同化的关键节点柠檬酸合成酶的Ca2+信号调控机制研究","2022","面上项目","C0103","","批准号：31870041","","59.0","2018","2022","河南大学","三羧酸循环； 碳氮代谢； 微藻； Ca2+信号调控； 光合作用"
"7","7.庚糖杀菌素中腺嘌呤6-氨基-L-庚糖结构形成机制的研究","7.庚糖杀菌素中腺嘌呤6-氨基-L-庚糖结构形成机制的研究","2022","面上项目","C0103","","批准号：31870043","","59.0","2018","2022","中国医学科学院医药生物技术研究所","庚糖杀菌素； 生物合成； 腺嘌呤； 氨基庚糖； 糖基化"
"8","8.吲哚抑制细菌耐药性的新型机制研究","8.吲哚抑制细菌耐药性的新型机制研究","2022","面上项目","C0103","","批准号：31870023","","61.0","2018","2022","中国海洋大学","表达调控； 吲哚； 抑制耐药性； 信号分子"
"9","9.耐辐射奇球菌毒素-抗毒素系统MazEF-dr在DNA损伤胁迫响应和调控中的作用机制","9.耐辐射奇球菌毒素-抗毒素系统MazEF-dr在DNA损伤胁迫响应和调控中的作用机制","2022","面上项目","C0103","","批准号：31870025","","59.0","2018","2022","浙江大学","耐辐射菌； 微生物的环境适应性及机制； DNA损伤； 胁迫响应； 调控"
"10","10.丙酮酸激酶PykA调控厌氧酵解速率的机理研究","10.丙酮酸激酶PykA调控厌氧酵解速率的机理研究","2022","面上项目","C0103","","批准号：31870038","","62.0","2018","2022","中国科学院微生物研究所","厌氧发酵； 糖酵解； 发酵生理； 代谢调控； 丙酮酸激酶"
