index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31871007","1.抗表皮生长因子受体的金纳米人工抗体的结构机制与抗肿瘤性能研究","2022","面上项目","C1007","C1007","面上项目","曹傲能","59.0","2018","2022","上海大学","纳米材料与蛋白相互作用； 生物纳米材料； 人工抗体； 纳米蛋白质； 纳米材料与细胞相互作用"
"2","31870996","2.同步递送抗原肽及核酸分子的纳米药物载体诱导抗原特异性免疫耐受的研究","2022","面上项目","C1007","C1007","面上项目","都小姣","59.0","2018","2022","华南理工大学","RNA干扰； 高分子纳米载体； 基因编辑； 药物递送； 共输送载体"
"3","31870994","3.构筑感染微环境响应性的纳米集成式抗菌材料及其用于糖尿病足治疗的研究","2022","面上项目","C1007","C1007","面上项目","任磊","59.0","2018","2022","厦门大学","生物纳米材料； 抗菌； 细菌生物被膜； 响应释药； 共输送载体"
"4","31871011","4.羟基磷灰石纳米粒子干扰癌细胞钙稳态引发凋亡的分子机制","2022","面上项目","C1007","C1007","面上项目","钱江潮","64.0","2018","2022","华东理工大学","纳米材料对细胞作用； 羟基磷灰石； 钙信号调控； 细胞凋亡； 肿瘤细胞"
"5","31870997","5.磁力调控内涵体/溶酶体逃逸的纳米载药系统抗胶质瘤作用","2022","面上项目","C1007","C1007","面上项目","成昱","59.0","2018","2022","同济大学","磁力调控； 胶质瘤； 响应性载体； 药物递送； 内涵体／溶酶体逃逸"
"6","31871013","6.纳米氧化钛通过抑制和破坏减数分裂调控通路及相关因子导致精子数量下降","2022","面上项目","C1007","C1007","面上项目","洪法水","59.0","2018","2022","淮阴师范学院","减数分裂； 组织水平安全性及机制； 生精细胞； 纳米氧化钛； 细胞水平安全性及机制"
"7","31871000","7.基因/光动力协同治疗肿瘤的多级双向调控可视化靶向纳米递送系统","2022","面上项目","C1007","C1007","面上项目","何一燕","59.0","2018","2022","南京工业大学","基因治疗； 高分子纳米载体； 刺激响应； 多级靶向； 光动力治疗"
"8","31872756","8.基于“正反馈-多模式”治疗策略的仿生二维黑磷肿瘤精准递药系统研究","2022","面上项目","C1007","C1007","面上项目","王伟","65.0","2018","2022","中国药科大学","中性粒细胞膜； 肿瘤治疗； 黑磷纳米片； “正反馈-多模式”治疗策略； 共输送载体"
"9","31871010","9.调控自噬增敏光热治疗肿瘤机制和效应的研究","2022","面上项目","C1007","C1007","面上项目","张强","59.0","2018","2022","华东师范大学","增敏效应； 低温光热治疗； 光热效应； 自噬抑制剂； 肿瘤细胞"
"10","31870989","10.用于高灵敏、可视化病毒检测的噬菌粒纳米探针研究","2022","面上项目","C1007","C1007","面上项目","周昕","59.0","2018","2022","扬州大学","纳米探针； 可视化； 噬菌粒纳米探针； 超灵敏病毒检测； 早期诊断"
