index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31872676","1.马钱族中抗胶质瘤干细胞的吲哚生物碱结构与活性研究","2022","面上项目","C0209","C0209","面上项目","刘亚平","60.0","2018","2022","昆明理工大学","马钱族； 吲哚生物碱； 胶质瘤干细胞； 筛选； 新颖结构"
"2","31870330","2.以Kv1.3离子通道为靶点的大戟属植物抗银屑病药效物质基础研究","2022","面上项目","C0209","C0209","面上项目","万落生","59.0","2018","2022","华中科技大学","银屑病； 先导化合物； 药效物质基础； 资源品质； 大戟属"
"3","31870339","3.人参皂苷对人参根际真菌选择性促抑的分子机制","2022","面上项目","C0209","C0209","面上项目","赵雪淞","58.0","2018","2022","辽宁工程技术大学","次生代谢产物； 植物-微生物互作； 化感； 生物学功能； 人参皂苷"
"4","31870331","4.两种铁线莲属植物新颖结构杀虫活性皂苷的发现及杀虫机理研究","2022","面上项目","C0209","C0209","面上项目","田向荣","58.0","2018","2022","西北农林科技大学","糖苷类； 作用机制； 活性成分； 杀虫剂； 分离鉴定"
"5","31870335","5.黄芩素通过IP3通路调节内质网应激水平干预脑缺血后神经损伤的机制研究","2022","面上项目","C0209","C0209","面上项目","张振昶","56.0","2018","2022","兰州大学","黄芩素； 内质网应激； 抗氧化活性； 卒中； 神经和精神疾病活性"
"6","31870337","6.基于水溶性棉酚衍生物骨架的新型HIV-1gp41膜融合抑制剂研究","2022","面上项目","C0209","C0209","面上项目","杨健","55.0","2018","2022","武汉大学","水溶性棉酚衍生物； gp41膜融合抑制剂； 抗HIV活性； 作用机制； 新颖结构"
"7","31870326","7.豨莶草内生真菌 Alternaria brassicicola 中新颖的壳梭菌素类化合物及其生物合成研究","2022","面上项目","C0209","C0209","面上项目","汪建平","60.0","2018","2022","华中科技大学","brassicicola； 壳梭菌素； Alternaria； 药用植物； 生物合成； 活性成分"
"8","31870327","8.角蒿属植物中结构新颖的STAT3信号通路抑制剂的发现及其抑制肿瘤细胞增殖作用机制的研究","2022","面上项目","C0209","C0209","面上项目","沈云亨","57.0","2018","2022","中国人民解放军第二军医大学","药用植物； 作用机制； 活性成分； STAT3信号通路； 角蒿属"
"9","31870325","9.基于微管蛋白抑制的抗乳腺癌多药耐药天然呋喃[2,3-b]喹啉类化合物的发现与结构修饰研究","2022","面上项目","C0209","C0209","面上项目","孙建博","59.0","2018","2022","中国药科大学","抗肿瘤活性； 活性成分； 结构修饰； 多药耐药； 微管蛋白抑制剂"
"10","31870332","10.基于基因组和化学大数据的植物内生真菌“隐形天然产物”挖掘","2022","面上项目","C0209","C0209","面上项目","秦建春","60.0","2018","2022","吉林大学","次生代谢产物； 生物学功能； 化学大数据； 植物内生真菌； 生物合成基因簇"
"11","31872677","11.基于三尖杉生物碱构效规律的新颖抗肿瘤酯碱的挖掘与构建","2022","面上项目","C0209","C0209","面上项目","蔡祥海","60.0","2018","2022","中国科学院昆明植物研究所","异喹啉生物碱； 抗肿瘤活性； 刺桐； 构效； 三尖杉"
"12","31872675","12.玛咖中乙内酰脲和乙内硫脲类化学成分及其生物活性的深度挖掘","2022","面上项目","C0209","C0209","面上项目","邱明华","60.0","2018","2022","中国科学院昆明植物研究所","玛咖； 结构； 药效物质； 抗抑郁； 乙内硫脲"
"13","31870324","13.利用人源化AD线虫病理模型筛选两种甘松属植物中抗AD活性倍半萜类成分及分子作用机制研究","2022","面上项目","C0209","C0209","面上项目","费冬青","60.0","2018","2022","兰州大学","抗阿尔茨海默病； 分子作用机制； 萜类； 甘松属； 秀丽隐杆线虫"
"14","31872674","14.人参皂苷增强自噬的构效关系以及改善阿尔茨海默症的作用研究","2022","面上项目","C0209","C0209","面上项目","范玉莹","60.0","2018","2022","东北师范大学","糖苷类； 人参； 自噬； 构效； 阿尔茨海默症"
"15","31870328","15.药用植物蕲艾内生真菌代谢产物分子多样性与抗海洋病害菌活性研究","2022","面上项目","C0209","C0209","面上项目","李晓明","60.0","2018","2022","中国科学院海洋研究所","内生真菌； 药用植物； 化学成分； 抗菌活性； 分子结构"
"16","31870333","16.马蔺子低聚茋类化合物调节胰岛素抵抗脂肪细胞脂代谢的机制研究","2022","面上项目","C0209","C0209","面上项目","王洪伦","60.0","2018","2022","中国科学院西北高原生物研究所","胰岛素抵抗； 活性成分； 药效物质基础； 低聚芪类； 马蔺"
"17","31870341","17.两种药用植物中基于T细胞免疫抑制活性生物碱成分及作用机制","2022","面上项目","C0209","C0209","面上项目","李丽梅","58.0","2018","2022","成都医学院","活性； 结构； 活性成分； 新化合物； 分离"
"18","31870329","18.基于构型翻转的抗肿瘤续随子二萜结构修饰、构效关系和作用机制研究","2022","面上项目","C0209","C0209","面上项目","高峰","59.0","2018","2022","西南交通大学","续随子烷； 先导化合物； 作用机制； 萜类； 结构修饰"
"19","31870334","19.苦参素靶向调节IRF7/IFN-β信号通路抑制中枢神经自体免疫性脱髓鞘疾病的机制研究","2022","面上项目","C0209","C0209","面上项目","朱琳","60.0","2018","2022","郑州大学","药用植物； 多发性硬化； 自身免疫性脱髓鞘疾病； 干扰素； 苦参素"
"20","31870340","20.6株马铃薯内生真菌拮抗病原菌的物质基础及作用机制研究","2022","面上项目","C0209","C0209","面上项目","刘良燕","60.0","2018","2022","云南农业大学","马铃薯真菌病害； 作用机制； 活性成分； 马铃薯内生真菌； 杀菌剂"
