index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31870293","1.植物组蛋白去甲基化酶MED1调控减数分裂重组的分子机理","2022","面上项目","C0207","C0207","面上项目","王应祥","60.0","2018","2022","复旦大学","减数分裂； 花药发育； 配子体不育； 配子体发生调控； 花粉发育"
"2","31870287","2.拟南芥尿苷酸转移酶URT1参与成花转换调控的分子机制","2022","面上项目","C0207","C0207","面上项目","莫蓓莘","60.0","2018","2022","深圳大学","RNA尿苷化； RNA转录后修饰； 早花； 成花转变； 尿苷酸转移酶"
"3","31870286","3.转录共抑制子SlTPL3调控多心室番茄形成的分子机制研究","2022","面上项目","C0207","C0207","面上项目","郝彦伟","52.0","2018","2022","华南农业大学","生长调节物质； 原基； 花器官发生； 表观遗传调控； 成花转变"
"4","31870266","4.光信号蛋白FHY3调控叶片衰老的分子机理研究","2022","面上项目","C0207","C0207","面上项目","李刚","60.0","2018","2022","山东农业大学","光信号转导； 光信号蛋白； 转录因子； 衰老； 调控"
"5","31870264","5.逆境信号调控植物干细胞命运的分子机制","2022","面上项目","C0207","C0207","面上项目","赵忠","60.0","2018","2022","中国科学技术大学","发育； 干细胞； 逆境信号； 激素； 茎"
"6","31872669","6.AGO4介导的DNA甲基化等表观遗传途径调控拟南芥体细胞胚胎发生中全能性胚胎干细胞形成的机理研究","2022","面上项目","C0207","C0207","面上项目","苏英华","60.0","2018","2022","山东农业大学","表观遗传； 拟南芥； 胚胎发生； 细胞全能性； 胚胎干细胞"
"7","31870173","7.甘遂乳汁管发育过程中细胞自噬发生模式和机理的研究","2022","面上项目","C0207","C0207","面上项目","蔡霞","60.0","2018","2022","西北大学","发生模式； 发生机理； 超微结构； 乳汁道； 细胞自噬"
"8","31870299","8.长链非编码RNA MIPs在小孢子分化发育过程中的功能研究","2022","面上项目","C0207","C0207","面上项目","王台","60.0","2018","2022","中国科学院植物研究所","长链非编码RNA； 小孢子； 精子； 细胞定向发育； 生殖细胞命运决定"
"9","31870263","9.N-糖基化修饰调控拟南芥气孔发育的分子机制","2022","面上项目","C0207","C0207","面上项目","洪治","60.0","2018","2022","南京大学","基因调控； 气孔"
"10","31870302","10.母本控制到合子控制转换时期的确认及其在胚胎发生中的作用","2022","面上项目","C0207","C0207","面上项目","彭雄波","60.0","2018","2022","武汉大学","合子； 受精； 胚胎发生； 卵细胞"
"11","31870172","11.柑橘属果实分泌囊细胞程序死亡的细胞和分子调控机制研究","2022","面上项目","C0207","C0207","面上项目","吴鸿","60.0","2018","2022","华南农业大学","超微结构； 免疫细胞化学； 细胞程序死亡； 果实； 分泌囊"
"12","31870269","12.EIN2介导葡萄糖-TOR信号通路调控植物生长和发育的分子机制","2022","面上项目","C0207","C0207","面上项目","熊延","60.0","2018","2022","福建农林大学","葡萄糖信号； 基因调控； 乙烯信号； 时相转变； 信号转导"
