index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31570854","1.电离辐射诱导CSCs生成在肺腺癌辐射抗性中的作用及其调控机制研究","2019","面上项目","C0503","C0503","面上项目","李峰生","65.0","2015","2019","中国人民解放军火箭军特色医学中心","二次肿瘤； 放射治疗； 肿瘤干细胞； IL-6/JAK2/STAT3； 辐射抗性"
"2","31770912","2.TIGAR调节IDH1突变型胶质瘤干细胞放射敏感性的机制研究","2019","面上项目","C0503","C0503","面上项目","刘芬菊","25.0","2017","2019","苏州大学","IDH1突变； 放射治疗； 胶质瘤干细胞； 靶向增敏； TIGAR"
"3","31570832","3.P2X受体各亚型之间门控机制的差异与新型分子发现","2019","面上项目","C0503","C0503","面上项目","于烨","70.0","2015","2019","上海交通大学","门控； 膜蛋白构象； 离子通道"
"4","31570841","4.分支杆菌中一种可能的保守外膜蛋白研究","2019","面上项目","C0503","C0503","面上项目","龚为民","65.0","2015","2019","中国科学技术大学","蛋白质相互作用； 外膜蛋白； 结核杆菌； 跨膜转运； 蛋白质结构"
"5","31570849","5.姜黄素肿瘤靶向上转换发光固体脂质纳米粒的制备及其光动力治疗的机理研究","2019","面上项目","C0503","C0503","面上项目","汪世龙","65.0","2015","2019","同济大学","光敏剂； 固体脂质纳米粒； 姜黄素； 上转换发光纳米材料； 光动力治疗"
"6","31570857","6.还原应激对内质网功能的调控及机制研究","2019","面上项目","C0503","C0503","面上项目","陈畅","65.0","2015","2019","中国科学院生物物理研究所","谷胱甘肽； 氧化应激； 内质网应激； 氧化还原"
"7","31570848","7.星形胶质细胞特异性CB1受体-2型纤维母细胞生长因子参与中枢神经系统次声损伤的机制研究","2019","面上项目","C0503","C0503","面上项目","马磊","60.0","2015","2019","中国人民解放军第四军医大学","星形胶质细胞； 内源性大麻素； 纤维母细胞生长因子； 次声"
"8","31570833","8.甘氨酸调控中枢神经系统囊泡循环及突触可塑性的细胞机制研究","2019","面上项目","C0503","C0503","面上项目","薛磊","65.0","2015","2019","复旦大学","胞吞； 蛋白激酶C； 突触可塑性； 突触传递； 胞吐"
"9","31570846","9.鞘氨醇1磷酸（S1P）调控50Hz工频磁场促增殖效应的机制研究","2019","面上项目","C0503","C0503","面上项目","孙文均","60.0","2015","2019","浙江大学","作用机理； 极低频/工频电磁； 信号转导"
"10","31570838","10.内质网离子通道TRIC的运行机制及其调控研究","2019","面上项目","C0503","C0503","面上项目","服部素之","65.0","2015","2019","复旦大学","被动运输； 离子选择性； 钙泵或钙通道； 跨膜转运； 门控机制"
"11","31570835","11.利用单分子FRET研究CXCR1的构象受底物及信号分子的调控","2019","面上项目","C0503","C0503","面上项目","王先平","65.0","2015","2019","中国科学院生物物理研究所","构象变化； 受体蛋白； 配体识别； 信号传导； G-蛋白"
"12","31570839","12.胰岛beta细胞上的两类不同的囊泡快速回收机制研究","2019","面上项目","C0503","C0503","面上项目","陈良怡","65.0","2015","2019","北京大学","胞吐作用； 肌动蛋白聚合因子； 胞吞作用； 不依赖于网格蛋白的胞吞； 网格蛋白"
"13","31570855","13.探讨活性氮介导的过度线粒体自噬在脑缺血再灌注损伤中的作用及抗氧化剂柚皮苷的干预效应","2019","面上项目","C0503","C0503","面上项目","沈剑刚","62.0","2015","2019","香港大学深圳研究院","脑缺血再灌注损伤； 线粒体自噬； 柚皮苷； 活性氮"
"14","31570851","14.miR-153/Nrf-2/GPx1信号通路通过ROS对胶质瘤干细胞干性和放射敏感性的调控作用及机制","2019","面上项目","C0503","C0503","面上项目","杨巍","60.0","2015","2019","苏州大学","放射治疗； 肿瘤治疗； 靶向增敏"
"15","31570840","15.线粒体钙单向转运体（MCU）在心脏应激反应中的作用及机制研究","2019","面上项目","C0503","C0503","面上项目","潘欣","65.0","2015","2019","中国人民解放军军事科学院军事医学研究院","细胞代谢； 线粒体； 调控机制； 钙泵或钙通道； 心脏疾病"
"16","31570847","16.miR-30a对神经细胞自噬调控在微波辐射致突触可塑性损伤中作用的基础研究","2019","面上项目","C0503","C0503","面上项目","彭瑞云","65.0","2015","2019","中国人民解放军军事科学院军事医学研究院","miRNA-30a； 自噬； 微波辐射； 突触可塑性损伤"
"17","31570834","17.膜整联蛋白β4入核及其促进细胞凋亡的机制研究","2019","面上项目","C0503","C0503","面上项目","苗俊英","65.0","2015","2019","山东大学","蛋白相互作用； 膜整联蛋白； β4； 膜联蛋白A7； 核位移； 凋亡"
"18","31570850","18.外泌体在辐射远端效应中的作用及其分子机制研究","2019","面上项目","C0503","C0503","面上项目","邵春林","65.0","2015","2019","复旦大学","蛋白信号； miRNAs； 远端效应； 外泌体； 辐射损伤"
"19","31570845","19.Aβ/TLR4/NFκB通路诱导表观遗传修饰抑制BDNF表达：电磁脉冲认知障碍的机制及干预措施研究","2019","面上项目","C0503","C0503","面上项目","孙绪德","60.0","2015","2019","中国人民解放军第四军医大学","表观遗传； 电磁脉冲辐射； 生物效应； 异氟烷预处理； 认知功能障碍"
"20","31570853","20.组蛋白类泛素化neddylation修饰在DNA损伤修复中的作用及分子机制","2019","面上项目","C0503","C0503","面上项目","马腾","65.0","2015","2019","中国人民解放军军事科学院军事医学研究院","翻译后修饰； 电离辐射； DNA修复； 泛素化； 组蛋白"
"21","31570856","21.针对缺血性脑中风的线粒体靶向纳米抗氧化治疗","2019","面上项目","C0503","C0503","面上项目","刘扬","65.0","2015","2019","中国科学院化学研究所","线粒体靶向； 纳米载体； 抗氧化剂； 神经元； 缺血性脑中风"
"22","31570837","22.高尔基体蛋白质GGA3在TLR3介导的抗病毒免疫中的作用及机制研究","2019","面上项目","C0503","C0503","面上项目","李卫华","65.0","2015","2019","中国人民解放军军事科学院军事医学研究院","细胞内膜系统； Toll样受体3； 抗病毒免疫反应； 信号转导"
"23","31570836","23.溶酶体钾离子通道和氯离子通道的鉴定及功能研究","2019","面上项目","C0503","C0503","面上项目","仓春蕾","65.0","2015","2019","中国科学技术大学","溶酶体； 通道蛋白； 钾离子通道； 氯离子通道； 信号转导"
"24","31570852","24.STAT3调控caveolin-1介导的抗早衰在肿瘤辐射抗性中的作用及机制研究","2019","面上项目","C0503","C0503","面上项目","高玲","62.0","2015","2019","中国疾病预防控制中心辐射防护与核安全医学所","辐射； 小窝蛋白1； 信号转导子与转录激活子3； 细胞早衰"
"25","31570842","25.结核分支杆菌潜在药物靶标膜蛋白MenA的结构和功能研究","2019","面上项目","C0503","C0503","面上项目","程伟","65.0","2015","2019","四川大学","药物靶标； 结构生物学； 结合分支杆菌； 膜镶嵌蛋白； 感染性疾病"
"26","31570859","26.ABA参与拟南芥响应（微）重力刺激的调控机制","2019","面上项目","C0503","C0503","面上项目","蔡伟明","65.0","2015","2019","中国科学院分子植物科学卓越创新中心","ABA； SCFTIR/AFB降解途径； 细胞壁； 微重力； 生长素"
"27","31430022","1.RNA m6A 修饰甲基转移酶复合物及其表观调控因子鉴定和作用机制研究","2019","重点项目","C0503","C0503","重点项目","杨运桂","335.0","2014","2019","中国科学院北京基因组研究所（国家生物信息中心）","甲基转移酶； RNA甲基化； 6-甲基腺嘌呤； microRNA； 组蛋白修饰"
"28","91640103","1.细菌来源的miRNA样小RNA的产生机制及在细菌-宿主相互作用中的功能","2019","重大研究计划","C0503","C0503","重大研究计划","曾科","85.0","2016","2019","南京大学","miRNA样小RNA； 产生机制； 细菌-宿主间的相互作用； 细菌； AGO2"
