index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31730110","1.系统性研究癌症中RNA剪接异常的病理功能和分子机理","2022","重点项目","C0602","C0602","重点项目","王泽峰","290.0","2017","2022","中国科学院上海营养与健康研究所","癌症； RNA结合蛋白/剪接因子； 基因表达调控； 可变剪接； 转录组分析"
"2","31730111","2.环形RNA计算系统生物学研究","2022","重点项目","C0602","C0602","重点项目","杨力","298.0","2017","2022","复旦大学","计算生物学； 非编码RNA； 环形RNA； 转录组； RNA二级结构"
"3","91940306","1.RNA动态结构及多维相互作用研究","2022","重大研究计划","C0602","C0602","重大研究计划","薛愿超","950.0","2019","2022","中国科学院生物物理研究所","非编码RNA； 高级结构； 人类； RNA成像； 二级结构"
"4","91940305","2.非编码RNA在重大疾病发生发展中的作用机制","2022","重大研究计划","C0602","C0602","重大研究计划","刘默芳","800.0","2019","2022","中国科学院分子细胞科学卓越创新中心","非编码RNA； 男性不育； 恶性肿瘤； 人类； 肿瘤免疫逃逸"
"5","31900467","1.B细胞免疫记忆产生的调控机制","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","卜佳晨","25.0","2019","2022","中国科学院生物物理研究所","动物； 免疫记忆； 表观遗传调控； 记忆B细胞"
"6","32000447","2.Spindlin1及其家族成员蛋白表观遗传调控乙肝病毒的作用及机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","刘伟","16.0","2020","2022","清华大学","乙型肝炎病毒； 人类； 表观遗传调控； 乙型肝炎病毒调控蛋白x； Spindlin1蛋白"
"7","31900461","3.Kruppel样因子5介导VRK2超级增强子形成促进鼻咽癌凋亡逃逸和转移的机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","柯梁汝","24.0","2019","2022","中山大学","转移； 人类； 表观遗传调控； 抗凋亡； 超级增强子"
"8","31900457","4.SAMHD1肿瘤相关突变在逆转座子LINE-1异常激活中的作用机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","高文英","25.0","2019","2022","吉林大学","逆转座子LINE-1； 人类； 调控元件； SAMHD1； 基因组稳定性"
"9","31900460","5.转录因子NRF2靶向调控Angiogenin的分子机制及其在非小细胞肺癌血管新生中的作用研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","杜文静","25.0","2019","2022","哈尔滨工业大学","抗氧化反应元件； 核因子NF-E2相关因子； 人类； 转录因子； 血管生成素"
"10","31900390","6.玉米新着丝粒形成过程及功能分析","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","刘亚林","24.0","2019","2022","中国科学院遗传与发育生物学研究所","CENH3； 着丝粒； 作物"
"11","31900405","7.裂殖酵母遗传扭曲杀手基因tdk1的分子机理研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","华余","24.0","2019","2022","北京生命科学研究所","酵母； 溴结构域和额外终端域家族； 混合样本分组分析法； 遗传扭曲杀手； 杂交"
"12","31900391","8.水稻减数分裂同源重组起始因子MRIF1的功能研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","薛治慧","25.0","2019","2022","中国科学院植物研究所","DSB形成； 减数分裂； 同源重组； 作物； 拓扑异构酶"
"13","31900448","9.长非编码RNA SYISL对胚胎期肌纤维形成的影响及其作用机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","靳建军","24.0","2019","2022","华中农业大学","动物； 表观遗传； 非编码RNA； 肌纤维"
"14","31900442","10.lincRNAs在秀丽线虫重要生理活动中的功能","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","陈禾","24.0","2019","2022","中国科学技术大学","表型； 动物； 非编码RNA； 机理； 功能"
"15","31900451","11.水稻剑叶中参与小RNA生物合成过程的关键基因的鉴定及功能研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","姚文","24.0","2019","2022","河南农业大学","表达分析； 植物； 小RNA生物合成； 突变体； 小RNA"
"16","31900382","12.拟南芥MOD1基因突变引发细胞死亡途径中关键基因的鉴定与功能研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","赵艳楠","25.0","2019","2022","中国科学院遗传与发育生物学研究所","程序性细胞死亡； 物质能量代谢； 模式植物； 细胞器交流； 表型变异"
"17","31900468","13.ERK8表观遗传调控EP3促进肺癌细胞迁移的作用及分子机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","俞飞远","25.0","2019","2022","汕头大学","人类； 前列腺素E受体3； 表观遗传调控； 肺癌； 细胞外调节蛋白激酶8"
"18","31900453","14.靶向启动子DNA甲基化新方法的建立及其在研究DNA甲基化调控转录机制中的应用","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","李佳伦","24.0","2019","2022","南方医科大学","H3K4me3； 启动子； 人类； 基因转录； DNA甲基化"
"19","31900446","15.miR399及其靶基因参与玉米开花期调控网络的机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","王旭峰","24.0","2019","2022","深圳大学","非编码RNA； 开花期； 植物； 驯化改良； 玉米"
"20","31900392","16.一个新的植物向光性遗传调控组分的鉴定","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","李驰宇","24.0","2019","2022","中南大学","发育； 蓝光向光性； 模式植物； 细胞极性伸长； 受体激酶"
"21","31900402","17.酿酒酵母解旋酶/核酸酶Dna2在减数分裂中的功能研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","翟斌元","25.0","2019","2022","山东大学","酵母； 减数分裂； 功能研究； Dna2； 同源重组"
"22","31900465","18.PTBP1介导的RNA高级结构动态变化调控可变剪接的机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","曹唱唱","25.0","2019","2022","中国科学院生物物理研究所","人类； 多聚嘧啶串结合蛋白1； 可变剪切； RNA剪接； RNA原位三维构象捕获技术"
"23","31900463","19.热胁迫下拟南芥转录终止扰动的机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","刘敏","25.0","2019","2022","广州大学","植物； 高温； 转录终止； 多聚腺苷酸化； RNA聚合酶"
"24","31900444","20.环形RNA介导U1 snRNA调控神经祖细胞分化的机制","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","程智","25.0","2019","2022","南开大学","神经祖细胞； U1小核RNA； 环形RNA； 人类； RNA剪接"
"25","31900403","21.裂殖酵母组蛋白H2B保守致癌突变影响DNA复制压力应答的机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","冯刚","25.0","2019","2022","福建医科大学","酵母； 基因组稳定； 裂殖酵母； DNA复制； DNA复制压力应答"
"26","31900458","22.CBFβ在结直肠癌肝转移中的功能和机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","王晨","25.0","2019","2022","南京大学","长链非编码RNA； 人类； 核心转录因子β亚基； 结直肠癌肝转移； 转录因子"
"27","31900450","23.Ib-miR2111调控紫薯块根花色苷生物合成机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","唐锐敏","24.0","2019","2022","山西农业大学","花色苷生物合成； 非编码RNA； 植物； 遗传转化； 调控机制"
"28","31900404","24.组蛋白乙酰转移酶Elp3调控烟曲霉毒力的分子机制研究","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","张元炜","24.0","2019","2022","南京师范大学","功能基因； 组蛋白乙酰转移酶； 曲霉； 真菌； 丝状真菌"
"29","31900466","25.利用单细胞多组学测序技术鉴定人类早期胚胎核心调控因子","2022","青年科学基金项目","C0602","C0602","青年科学基金项目","刘龙奇","24.0","2019","2022","深圳华大生命科学研究院","染色质开放性； 人类； 表观遗传调控； 人类植入前胚胎； 多组学测序"
