index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31870899","1.γδ T细胞在T细胞依赖性的体液免疫反应中的作用机制研究","2022","面上项目","C0801","C0801","面上项目","曾浔","60.0","2018","2022","浙江大学","T细胞； 抗体； γδ； 免疫应答； 体液免疫"
"2","31870883","2.Yeats4调控固有淋巴样细胞发育分化的分子机制研究","2022","面上项目","C0801","C0801","面上项目","刘本宇","60.0","2018","2022","中国科学院生物物理研究所","细胞分化； 固有淋巴样细胞； Dot1l； Yeats4； Lmo4"
"3","31870904","3.细胞自噬对病原诱导天然免疫细胞因子转录激活信号通路的调控作用","2022","面上项目","C0801","C0801","面上项目","陈丹英","58.0","2018","2022","北京大学","负向免疫调节； 蛋白质降解； 细胞自噬； 信号转导"
"4","31870901","4.巨噬细胞谷氧还蛋白Grx1调控丙酮酸激酶PKM2的谷胱甘肽化参与高氧性肺损伤的机制研究","2022","面上项目","C0801","C0801","面上项目","张雪","60.0","2018","2022","浙江大学","巨噬细胞； 蛋白质修饰； 糖代谢； 谷胱甘肽化； 信号转导"
"5","31870887","5.探寻桥连高脂肥胖和固有免疫调控的关键节点开关","2022","面上项目","C0801","C0801","面上项目","潘磊","58.0","2018","2022","中国科学院上海巴斯德研究所","肥胖； 固有免疫； 遗传筛选； 代谢免疫相关性疾病； 免疫调节"
"6","31870878","6.胚胎期肥大细胞的起源、分化发育和功能及其机制研究","2022","面上项目","C0801","C0801","面上项目","刘书逊","60.0","2018","2022","中国人民解放军第二军医大学","细胞分化； 肥大细胞； 命运-示踪系统； 胚胎造血"
"7","31872732","7.狼疮病程中TLR7信号通过Dectin-3/CARD9轴调控MDSCs数量及功能的机制","2022","面上项目","C0801","C0801","面上项目","侯亚义","58.0","2018","2022","南京大学","微环境； 树突状细胞相关性C型植物血凝素-3； 系统性红斑狼疮； 髓系抑制性细胞； Toll； 样受体7"
"8","31870876","8.类泛素化NeddylationE3连接酶DCN1在巨噬细胞极化及糖尿病发病中的作用和相关机制研究","2022","面上项目","C0801","C0801","面上项目","王建莉","60.0","2018","2022","浙江大学","细胞极化； 单核－巨噬细胞； 糖尿病； DCN1； 类泛素化"
"9","31870896","9.有氧糖酵解关键酶PKM2在树突细胞活化过程中的作用及机制研究","2022","面上项目","C0801","C0801","面上项目","魏民","60.0","2018","2022","东北师范大学","PKM2； 树突细胞； 有氧糖酵解； 糖酵解； 免疫应答"
"10","31870900","10.E3泛素连接酶Cullin3调控中性粒细胞功能与机制研究","2022","面上项目","C0801","C0801","面上项目","汤文文","60.0","2018","2022","同济大学","炎症； 免疫激活； 中性粒细胞； 免疫应答"
"11","31870864","11.上游开放阅读框uORF防止MAVS自发聚集以维持天然免疫稳态的机制研究","2022","面上项目","C0801","C0801","面上项目","漆楠","58.0","2018","2022","浙江工业大学","固有免疫系统； 信号通路； 模式识别受体； 调控机制"
"12","31900647","1.组蛋白去乙酰化酶HDAC9对树突状细胞功能的调节作用","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","纪瑞华","25.0","2019","2022","中国人民解放军第二军医大学","组蛋白去乙酰化酶9； 树突状细胞； Toll样受体"
"13","31900638","2.钙调蛋白激酶CAMKIIδ调控巨噬细胞活化介导的肥胖和胰岛素抵抗的分子机制研究","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","惠兆元","25.0","2019","2022","浙江大学","肥胖； M1巨噬细胞； 胰岛素抵抗； 钙调蛋白激酶IIδ； 细胞因子"
"14","31900635","3.间充质干细胞分泌IGF-2重编程巨噬细胞治疗糖尿病的机制研究","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","曹丽娟","24.0","2019","2022","苏州大学","间充质干细胞； 细胞极化； 糖尿病； M2巨噬细胞； 胰岛素样生长因子-2"
"15","31900644","4.硫胺素缺乏通过糖代谢重编程促进M1巨噬细胞极化在溃疡性结肠炎中的作用研究","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","潘晓花","23.0","2019","2022","江南大学","溃疡性结肠炎； 细胞极化； M1巨噬细胞； 糖代谢重编程； 硫胺素缺乏"
"16","31900627","5.补体C5a/C5aR信号调控CD45+红系前体细胞免疫抑制功能及其机制研究","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","查皓然","25.0","2019","2022","中国人民解放军火箭军特色医学中心","过敏毒素； CD45+红系前体细胞； 补体"
"17","31900637","6.肝脏驻留NK细胞发育起源","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","王宪伟","25.0","2019","2022","中国科学技术大学","细胞分化； NK细胞； 胚胎肝脏； 组织驻留； 骨髓"
"18","31900630","7.利用单核细胞示踪模型研究组织巨噬细胞来源与更新","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","刘兆远","25.0","2019","2022","上海交通大学","细胞分化； 谱系示踪； 单核－巨噬细胞"
"19","32000615","8.m6A mRNA甲基化修饰调控γδT17细胞分化和功能研究","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","杨全利","16.0","2020","2022","暨南大学","银屑病； RNA修饰； γδT17细胞； γδ T细胞； Mettl3"
"20","31900632","9.Kupffer细胞与肝细胞协作调控系统脂代谢平衡","2022","青年科学基金项目","C0801","C0801","青年科学基金项目","杨文婷","23.0","2019","2022","中国人民解放军军事科学院军事医学研究院","枯否氏细胞； 肝脏免疫"
