index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31730054","1.致密核心囊泡成熟的分子机制研究","2022","重点项目","C0701","C0701","重点项目","徐涛","307.0","2017","2022","中国科学院生物物理研究所","成熟； 分子机制； 致密核心囊泡"
"2","31730053","2.溶酶体稳态的调控机制研究","2022","重点项目","C0701","C0701","重点项目","杨崇林","308.0","2017","2022","云南大学","溶酶体； 内体； 囊泡； 细胞器发生； 自噬体"
"3","31730052","3.微丝细胞骨架在神经前体细胞迁移中的动态变化及功能研究","2022","重点项目","C0701","C0701","重点项目","欧光朔","314.0","2017","2022","清华大学","细胞迁移； 微丝细胞骨架； 秀丽隐杆线虫； Q神经前体细胞"
"4","31730051","4.细胞器高尔基体调控小脑共济失调的机制研究","2022","重点项目","C0701","C0701","重点项目","鲍时来","295.0","2017","2022","中国科学院遗传与发育生物学研究所","高尔基体； 浦肯野细胞； 小脑共济失调； 小鼠； 细胞器发生"
"5","31730050","5.纺锤体定向的调控机制与功能研究","2022","重点项目","C0701","C0701","重点项目","周军","299.0","2017","2022","山东师范大学","纺锤体； 马达蛋白； 有丝分裂； 微管结合蛋白； 微管"
"6","91954108","1.棕色脂肪细胞脂滴线粒体互作的建立及维持机制研究","2022","重大研究计划","C0701","C0701","重大研究计划","张淑妍","79.0","2019","2022","中国科学院生物物理研究所","脂滴； 线粒体； 棕色脂肪细胞； 物理接触(physical contact)； 蛋白偶联(protein coupling)"
"7","91954111","2.RILP动态调控内质网-内吞体/溶酶体互作及其生理意义","2022","重大研究计划","C0701","C0701","重大研究计划","王团老","69.0","2019","2022","厦门大学","囊泡运输(vesicular trafficking)； 溶酶体； 细胞器互作； 内质网； 膜运输(membrane trafficking)"
"8","91954109","3.Rab8a介导骨骼肌中脂滴与线粒体互作分子机制的研究","2022","重大研究计划","C0701","C0701","重大研究计划","陈俏利","80.0","2019","2022","南京大学","脂滴； 线粒体； 膜接触点(membrane contact site)； 骨骼肌； Rab蛋白(Rab proteins)"
"9","91857201","4.脂质储存与代谢细胞器－脂滴的进化研究","2022","重大研究计划","C0701","C0701","重大研究计划","刘平生","271.0","2018","2022","中国科学院生物物理研究所","细胞内膜； 脂滴； 糖脂代谢进化； 细胞器发生； 细胞器进化"
"10","91954121","5.VAPB-Rab5介导的内质网与内体互作在肌肉分化再生中的作用及机制研究","2022","重大研究计划","C0701","C0701","重大研究计划","周以侹","82.0","2019","2022","浙江大学","囊泡转运(vesicle trafficking)； 膜接触点(membrane contact site)； 成肌分化； 骨骼肌； Rab蛋白(Rab proteins)"
"11","91954124","6.内质网与线粒体、高尔基体等相关细胞器互作及其在细胞应激反应中的功能研究","2022","重大研究计划","C0701","C0701","重大研究计划","滕俊琳","85.0","2019","2022","北京大学","高尔基体； 线粒体； 膜接触点(membrane contact site)； 膜分裂(membrane fission)； 内质网"
"12","91954110","7.非典型蛋白质胞吐外泌调控植物细胞极性产生和维系的时空作用规律和分子机制","2022","重大研究计划","C0701","C0701","重大研究计划","王浩","68.0","2019","2022","华南农业大学","非典型蛋白质胞吐； 囊泡运输(vesicular trafficking)； 蛋白质分选(protein sorting)； 细胞极性； 细胞壁刚性"
"13","91854207","8.果蝇中ER-Golgi界面的遗传、细胞和分子表征","2022","重大研究计划","C0701","C0701","重大研究计划","Jose Pastor","284.0","2018","2022","清华大学","高尔基体； 分泌； 膜运输； 果蝇； 内质网"
"14","91954104","9.通过与循环内体互作影响大致密核心颗粒生物发生的机制研究","2022","重大研究计划","C0701","C0701","重大研究计划","郝婵娟","82.0","2019","2022","首都医科大学","细胞器互作； 囊泡转运(vesicle trafficking)； 大致密核心颗粒； 循环内体； Rab蛋白(Rab proteins)"
"15","91954122","10.线粒体－溶酶体互作与iNKT细胞的抗肿瘤功能研究","2022","重大研究计划","C0701","C0701","重大研究计划","白丽","81.0","2019","2022","中国科学技术大学","膜接触点(membrane contact site)； iNKT 细胞； 物理接触(physical contact)； 肿瘤免疫； 线粒体－溶酶体互作"
"16","91954113","11.W09D10.1/SMAP在高尔基体至内体的极性胞吐运输中的功能机制研究","2022","重大研究计划","C0701","C0701","重大研究计划","林珑","82.0","2019","2022","华中科技大学","小G蛋白RAB-11； 胞吐(exocytosis)； W09D10.1/SMAP蛋白； 循环内吞体(recycling endosome)； 秀丽隐杆线虫"
"17","91954123","12.有性生殖过程纤毛与细胞外膜泡细胞器互作网络建立和调控的分子机理","2022","重大研究计划","C0701","C0701","重大研究计划","曹木青","76.0","2019","2022","上海交通大学","囊泡转运(vesicle trafficking)； 细胞通讯； 物理接触(physical contact)； 细胞外膜泡； 纤毛"
"18","91954103","13.基于功能蛋白质组学的线粒体相关内质网膜内源动态蛋白互作网络研究","2022","重大研究计划","C0701","C0701","重大研究计划","李旭","74.0","2019","2022","西湖大学","线粒体相关内质网膜； 膜接触点(membrane contact site)； 动态相互作用； 蛋白偶联(protein coupling)； 微环境蛋白质组"
"19","91954102","14.植物抗逆蛋白NRP介导的早期内体与自噬体互作的机制","2022","重大研究计划","C0701","C0701","重大研究计划","龚清秋","82.0","2019","2022","上海交通大学","囊泡转运(vesicle trafficking)； 物理接触(physical contact)； 盐胁迫； 早期内体； 自噬体"
"20","91854205","15.细胞器互作调控线粒体应激的分子机制及其生理病理功能","2022","重大研究计划","C0701","C0701","重大研究计划","刘颖","286.0","2018","2022","北京大学","线粒体； 内体； 核膜"
"21","91854206","16.微丝骨架调节植物细胞分泌囊泡与质膜融合机制的研究","2022","重大研究计划","C0701","C0701","重大研究计划","任海云","279.0","2018","2022","北京师范大学","分泌膜泡； 细胞器互作； 质膜； 微丝结合蛋白； 微丝"
"22","91954106","17.能量压力下INF2蛋白翻译后修饰动态调控内质网-线粒体互作的分子机制及其在内膜癌发生中的作用研究","2022","重大研究计划","C0701","C0701","重大研究计划","高昆","73.0","2019","2022","同济大学","INF2； 翻译后修饰； 线粒体(mitochondria)； 内质网(endoplasmic reticulum)； 线粒体分裂"
"23","91954107","18.Rab10介导ATP8A1的TGN输出及其对内吞体运输影响的机制研究","2022","重大研究计划","C0701","C0701","重大研究计划","张蓉颖","73.0","2019","2022","华中科技大学","内吞体； 氨酰磷脂转位酶； 囊泡转运(vesicle trafficking)； 后高尔基体运输； Rab蛋白(Rab proteins)"
"24","91954112","19.Exocyst复合体在SNARE介导的分泌囊泡与细胞膜融合过程中的功能及其机制研究","2022","重大研究计划","C0701","C0701","重大研究计划","梅坤荣","80.0","2019","2022","天津大学","SNARE蛋白； Exocyst复合体； 冷冻电镜； 分泌型囊泡(secretory vesicle)； 囊泡融合(vesicle fusion)"
