index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31871435","1.Kruppel-like factor 10 (Klf10) 在调节脂肪细胞分化及脂肪组织能量稳态中的作用及其机制研究","2022","面上项目","C0708","C0708","面上项目","郭亮","60.0","2018","2022","上海体育学院","代谢综合征； 脂肪组织能量稳态； 胰岛素抵抗； Klf10； 脂肪细胞分化"
"2","31871432","2.氨基酸修饰组蛋白的机理与作用","2022","面上项目","C0708","C0708","面上项目","徐薇","59.0","2018","2022","复旦大学","氨基酸； 肿瘤； 谷氨酰胺化修饰； 组蛋白； 氨基酰化修饰"
"3","31871436","3.线粒体基因组有害突变在藏族低氧适应中的作用及机制研究","2022","面上项目","C0708","C0708","面上项目","金力","60.0","2018","2022","复旦大学","线粒体； 呼吸链； 线粒体功能； 藏族人群； 低氧适应"
"4","31871430","4.神经细胞中C3orf23调控酮戊二酸脱氢酶的作用与机制研究","2022","面上项目","C0708","C0708","面上项目","杨文","60.0","2018","2022","上海交通大学","分解代谢； 活性氧（ROS）； 线粒体； 蛋白相互作用； 酮戊二酸脱氢酶"
"5","31871434","5.核受体Nur77及其下游lncRNA调控糖酵解抑制肝癌的机制研究","2022","面上项目","C0708","C0708","面上项目","陈航姿","60.0","2018","2022","厦门大学","长链非编码RNA； 有氧糖酵解； 肿瘤； 转录调控； 核受体Nur77/TR3"
"6","31871431","6.2-羟基戊二酸尿症中枢神经损伤致病机制和干预研究","2022","面上项目","C0708","C0708","面上项目","叶丹","59.0","2018","2022","复旦大学","表观遗传； 线粒体； 呼吸链； 神经毒性物； 2-羟基戊二酸尿症"
"7","31871437","7.谷氨酰胺饥饿调控肿瘤线粒体代谢的分子机制","2022","面上项目","C0708","C0708","面上项目","吴缅","60.0","2018","2022","河南大学","氨基酸； 线粒体； 呼吸链； 能量代谢； 有氧糖酵解"
"8","31871433","8.与线粒体高水平氧化代谢相偶联的未折叠蛋白响应(mito UPR)调控研究","2022","面上项目","C0708","C0708","面上项目","刘耕","59.0","2018","2022","南京大学","小/大鼠细胞； 呼吸链； 线粒体未折叠蛋白响应； 应激； 能量代谢"
"9","31730058","1.葡萄糖感应和AMPK调控的机制及其生物功能","2022","重点项目","C0708","C0708","重点项目","林圣彩","310.0","2017","2022","厦门大学","mTOR； 溶酶体； AMPK； 醛缩酶； 葡萄糖感应"
"10","91957109","1.ALDH6A1缺损重塑糖脂代谢促进肝细胞癌发生的机制研究","2022","重大研究计划","C0708","C0708","重大研究计划","黄赞","79.0","2019","2022","武汉大学","醛脱氢酶家族6成员A1； 氧化磷酸化(oxidative phosphorylation)； 脂肪酸合成(fatty acid synthesis)； 糖酵解(glycolysis)； 代谢重编程"
"11","91854208","2.基于细胞器的AMPK的区域化调控与代谢稳态调控","2022","重大研究计划","C0708","C0708","重大研究计划","林圣彩","303.0","2018","2022","厦门大学","代谢稳态； AMPK； 葡萄糖感知； 内质网-溶酶体互作"
"12","91957107","3.脐带血造血干细胞的代谢重塑与体外扩增机制研究","2022","重大研究计划","C0708","C0708","重大研究计划","郭滨","85.0","2019","2022","上海交通大学","应激(stress)； 脐带血造血干细胞； 体外扩增； 代谢重塑； 转录（transcription）"
"13","91957110","4.辅酶A类代谢中间产物参与组蛋白表观遗传修饰调控肝细胞代谢网络对高油脂营养应答的机制研究","2022","重大研究计划","C0708","C0708","重大研究计划","王玉刚","83.0","2019","2022","华中科技大学","代谢物（metabolite）； 转录调控（transcription regulation）； 转录后调控（post-transcriptional regulation） 蛋白修饰（protein modification）"
"14","91957108","5.葡萄糖缺乏诱导的长链非编码RNA-GDLR促进肝癌细胞存活和增殖的作用及机制研究","2022","重大研究计划","C0708","C0708","重大研究计划","梅一德","86.0","2019","2022","中国科学技术大学","长链非编码RNA； 丝氨酸合成； 信号传导（signal transduction）； 营养感应（nutrient sensing）"
"15","91957111","6.卡路里限制的T细胞糖脂代谢重塑机制及网络调控","2022","重大研究计划","C0708","C0708","重大研究计划","李佩盈","80.0","2019","2022","上海交通大学","代谢综合征(metabolic syndrome)； 动脉粥样硬化（atherosclerosis）； T细胞； 糖酵解； 卡路里限制"
