index,approveText,title,searchYear,searchFund,searchCode,codeText,fundTypeText,personText,money,approveYear,endYear,organization,keywords
"1","31570409","1.营养平衡调节假说及消化酶可塑性调节的分子机制","2019","面上项目","C0303","C0303","面上项目","刘全生","63.0","2015","2019","广东省科学院动物研究所","分子机制； 适应对策； 消化酶； 表型可塑性"
"2","31570399","2.高寒草地紫外辐射的时间变动特征与UVA、UVB增加对植物与生态系统功能的影响","2019","面上项目","C0303","C0303","面上项目","唐艳鸿","63.0","2015","2019","北京大学","紫外辐射； 生物量； 碳循环； 光合作用； 生理生态响应"
"3","31570400","3.富营养条件下滨海湿地植物养分保存机制的适应性研究","2019","面上项目","C0303","C0303","面上项目","韦莉莉","63.0","2015","2019","中国科学院城市环境研究所","养分保存机制； 植物功能性状； 表观可塑性； 植物经济型谱； 适应性"
"4","31570403","4.矿质元素利用策略在氮添加导致草地植物物种丢失中的作用研究","2019","面上项目","C0303","C0303","面上项目","田秋英","63.0","2015","2019","中国科学院植物研究所","草地生态系统； 氮添加； 矿质元素利用； 土壤酸化； 物种丢失"
"5","31570408","5.中国野生亚洲象受胁状况及其适应性机制研究","2019","面上项目","C0303","C0303","面上项目","张立","63.0","2015","2019","北京师范大学","适应对策； 应激； 环境变化； 脊椎动物"
"6","31570392","6.不同生境盐地碱蓬适应高盐低氮生境的生理生态机制","2019","面上项目","C0303","C0303","面上项目","宋杰","63.0","2015","2019","山东师范大学","盐地农业； 硝酸根吸收； 拒Cl-； 盐胁迫； 盐生植物"
"7","31570394","7.气候变化对青藏高原高寒草甸植物开花物候和繁殖输出的影响","2019","面上项目","C0303","C0303","面上项目","贺金生","70.0","2015","2019","中国科学院西北高原生物研究所","高寒草地； 物候； 降水； 气候变暖； 生长发育"
"8","31570397","8.UV-B辐射诱导拟南芥气孔关闭过程中UVR8信号通路成员和乙烯信号转导组分之间的相互关系的研究","2019","面上项目","C0303","C0303","面上项目","贺军民","63.0","2015","2019","陕西师范大学","非生物胁迫； 环境胁迫； 生理适应； 胁迫； 形态适应"
"9","31570401","9.P添加与CO2浓度升高交互作用对入侵杂草及本地种资源配置影响研究","2019","面上项目","C0303","C0303","面上项目","张玲玲","63.0","2015","2019","中国科学院华南植物园","生物量； 入侵杂草； 资源配置； P添加； CO2浓度升高"
"10","31570410","10.高原鼠兔（Ochotona curzoniae)受海拔影响体型进化（贝格曼定律）的选择基础","2019","面上项目","C0303","C0303","面上项目","John Speakman","63.0","2015","2019","中国科学院遗传与发育生物学研究所","日能量消耗； 体型； 身体成分； 繁殖力； 双标水"
"11","31570395","11.低pH对丛枝菌根中丛枝发育与功能的影响及其激素调控机制","2019","面上项目","C0303","C0303","面上项目","姚青","63.0","2015","2019","华南农业大学","丛枝菌根； 丛枝； 发育与功能； 酸性土壤； 植物激素调控"
"12","31570393","12.干旱区盐生植物对添加氮素的响应","2019","面上项目","C0303","C0303","面上项目","徐世健","63.0","2015","2019","兰州大学","响应； 氮沉降； 盐生植物； 干旱区； 盐渍化"
